genus,Species,Local_Label,decimalLongitude,decimalLatitude,Refs,country,continent,realm,country_level_record
Stiretrus,Stiretrus decastigmus,"ARGENTINA:  Cordoba, El Sauce",-64.31,-31.09,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decastigmus,"ARGENTINA:  Cordoba, San Javier",-65.04,-32.21,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decastigmus,"ARGENTINA:  Cordoba, Villa Nueva",-63.24,-32.43,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decastigmus,"ARGENTINA:  Entre Ríos, Paranacito",-58.65,-33.71,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decastigmus,ARGENTINA:  Garcia Island,-58.25,-34.18,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decastigmus,"ARGENTINA:  Misiones, San Ignacio",-55.33,-27.25,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decastigmus,"ARGENTINA:  Salta, ",-65.35,-24.72,EMG,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decastigmus,"ARGENTINA:  Salta, Higuera",-65.11,-22.73,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decastigmus,"ARGENTINA:  Salta, Las Cañas",-64.92,-23.04,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decastigmus,"ARGENTINA:  Salta, Quijano",-65.63,-24.9,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decastigmus,"ARGENTINA:  Santa Fe, Coronda",-60.91,-31.97,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decastigmus,"ARGENTINA:  Santa Fe, Rosario",-60.63,-32.94,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decastigmus,"ARGENTINA:  Santiago del Estero, Beltran",-64.04,-27.89,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decastigmus,"ARGENTINA:  Tucuman, Burruyacu",-64.91,-26.5,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decastigmus,BRAZIL: Minas Gerais.,-45.4514,-18.5779,INPA,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decastigmus,"BRAZIL: Paraná, Curitiba, Rio Barigui. ",-49.34,-25.58,DZUP,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decastigmus,"BRAZIL: Paraná, Ponta Grossa. ",-50.16,-25.09,DZUP,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decastigmus,"BRAZIL: Paraná, Tibagi, Alto do Amparo.",-50.53,-24.74,DZUP,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decastigmus,"BRAZIL: Rio Grande do Sul, Capão do Leão. ",-52.48,-31.75,UFRG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decastigmus,"BRAZIL: Rio Grande do Sul, Pelotas.",-52.33,-31.76,UFRG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decastigmus,"BRAZIL: Rio Grande do Sul, Porto Alegre",-51.21,-30.03,Dellape et al 2003,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decastigmus,"BRAZIL: Rio Grande do Sul, São Francisco de Paula, Pro-Mata.",-50.55,-29.46,MZSP,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decastigmus,"BRAZIL: Santa Catarina, Lages",-50.32,-27.81,UFRG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decastigmus,BRAZIL: Santa Maria - RS,-53.81,-29.68,UFRG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decastigmus,"BRAZIL: São Paulo, Bocaina. ",-48.52,-22.14,UFRG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decastigmus,PARAGUAY,-58,-23.33,Dellape et al 2003,Paraguay,South America,Neotropic,Yes
Stiretrus,Stiretrus decastigmus,URUGUAY: Banda Oriental,-56,-33,Dellape et al 2003,Uruguay,South America,Neotropic,No
Stiretrus,Stiretrus decastigmus,URUGUAY: Montevideo,-56.18,-34.9,Dellape et al 2003,Uruguay,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"ARGENTINA:  Buenos Aires, Punta Lara",-57.97,-34.83,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,ARGENTINA:  Chaco,-60.5,-26.33,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"ARGENTINA:  Cordoba, Calamuchita",-64.58,-32.25,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"ARGENTINA:  Cordoba, La Falda",-64.48,-31.08,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"ARGENTINA:  Cordoba, La Paz San Javier",-65.04,-32.21,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"ARGENTINA:  Cordoba, Mina Clavero",-65,-31.72,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"ARGENTINA:  Cordoba, Tanti",-64.59,-31.35,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"ARGENTINA:  Cordoba, Villa Dolores",-65.14,-31.94,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"ARGENTINA:  Corrientes, San Tome",-58.76,-28.13,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,ARGENTINA:  Entre Ríos,-59,-32,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"ARGENTINA:  Formosa, Clorinda",-57.71,-25.28,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,ARGENTINA:  La Rioja,-67,-29.58,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"ARGENTINA:  Misiones, 2 de Mayo",-54.68,-27.02,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"ARGENTINA:  Misiones, Pindapoy",-55.8,-27.47,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"ARGENTINA:  Misiones, San Ignacio",-55.33,-27.25,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"ARGENTINA:  Misiones, Santa Maria",-55.4,-27.93,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"ARGENTINA:  Salta Prov., Aguas Blancas.",-64.35,-22.73,INPA,Bolivia,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"ARGENTINA:  Salta, Oran",-64.32,-23.13,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"ARGENTINA:  Santa Fe, Rosario",-60.63,-32.94,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"ARGENTINA:  Santiago del Estero, Río Salado",-60.74,-31.68,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,ARGENTINA:  Tucuman,-65.22,-26.82,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"BRAZIL: Amazonas, Manaus, INPA.",-59.98,-3.09,UFRG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"BRAZIL: Amazonas, Manaus.",-60.02,-3.11,INPA,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,BRAZIL: Belém Mocambo ,-48.478,-1.4675,UFRG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"BRAZIL: Distrito Federal, Brasília.",-47.85,-15.8,NMPC,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"BRAZIL: Espírito Santo, Santa Teresa. ",-40.59,-19.93,DZUP,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"BRAZIL: Espírito Santo, São Mateus.",-39.85,-18.72,DZUP,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"BRAZIL: Maranhão, São Luis. ",-44.28,-2.53,UFRG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,BRAZIL: Mato Grosso,-56,-13,Dellape et al 2003,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"BRAZIL: Minas Gerais, Belo Horizonte. ",-43.93,-19.91,BHMH,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"BRAZIL: Minas Gerais, Viçosa. ",-42.87,-20.75,MNRJ,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"BRAZIL: Pará, Belém, Icoaraci, Km 12 E.F. Bragança Ramal.",-48.45,-1.32,UFRG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"BRAZIL: Paraná, Arapongas.",-51.42,-23.41,MNRJ,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"BRAZIL: Paraná, Curitiba, Bracatinga.",-49.27,-25.32,UFRG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"BRAZIL: Paraná, Jussara, Estrada Horto Florestal. 340m.",-52.47,-23.62,DZUP,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"BRAZIL: Paraná, Ponta Grossa, Olarias. ",-50.14,-25.11,DZUP,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"BRAZIL: Paraná, Ponta Grossa. ",-50.16,-25.09,DZUP,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,BRAZIL: Rio de Janeiro,-43.18,-22.09,Dellape et al 2003,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"BRAZIL: Rio de Janeiro, Itatiaia. ",-44.56,-22.49,MNRJ,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"BRAZIL: Rio de Janeiro, Nova Friburgo, Mury. ",-42.48,-22.33,INPA,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"BRAZIL: Rio de Janeiro, Rio de Janeiro, Jacarepaguá. ",-43.39,-22.96,MNRJ,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"BRAZIL: Rio Grande do Sul, Parque Estadual do Turvo. ",-53.85,-27.23,UFRG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"BRAZIL: Rio Grande do Sul, São Francisco de Paula, Pró-Mata.",-50.55,-29.46,UFRG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,BRAZIL: S. Órgãos Petrópolis ,-43.1,-22.5,MNRJ,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"BRAZIL: Santa Catarina, Lages",-50.32,-27.81,UFRG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"BRAZIL: Santa Catarina, Nova Teutônia. 300-500m.",-52.39,-27.18,NMPC,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"BRAZIL: Santa Catarina, Orleans",-49.28,-28.35,UFRG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,BRAZIL: São Paulo,-46.63,-23.54,Dellape et al 2003,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"BRAZIL: São Paulo, Campinas, Fazenda Rio das Pedras",-47.08,-22.82,UFRG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"BRAZIL: São Paulo, Campinas.",-47.01,-22.91,UFRG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,FRENCH GUIANA: Kourou,-52.64,5.16,Lupoli 2019,French Guiana,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,FRENCH GUIANA: Macouria,-52.49272,5.00469,Lupoli 2019,French Guiana,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,FRENCH GUIANA: Montsinéry-Tonnegrande,-52.5,4.9,Lupoli 2019,French Guiana,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"PARAGUAY:  Departamento de Itapuá, Vega",-55.71,-27.21,EMG,Paraguay,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"PARAGUAY:  San Pedro, San Pedro del Paraná",-56,-26.73,Dellape et al 2003,Paraguay,South America,Neotropic,No
Stiretrus,Stiretrus decemguttatus,"VENEZUELA:  Aragua, Henri Pittier National Park. 1100m. 1953-VIII-09. ",-67.61,10.38,UFRG,Venezuela,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"ARGENTINA:  Buenos Aires, Capital",-58.37,-34.61,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"ARGENTINA:  Buenos Aires, Chacabuco",-60.33,-34.66,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"ARGENTINA:  Buenos Aires, La Plata",-57.95,-34.92,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"ARGENTINA:  Buenos Aires, Punta Lara",-57.97,-34.83,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"ARGENTINA:  Catamarca Prov., Villa Las Pirquitas. 700m.",-65.73,-28.28,INPA,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"ARGENTINA:  Cordoba, Calamuchita",-64.58,-32.25,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"ARGENTINA:  Cordoba, La Falda",-64.48,-31.08,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"ARGENTINA:  Cordoba, La Paz",-65.04,-32.21,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"ARGENTINA:  Corrientes, Santo Tomé",-56.25,-28.25,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"ARGENTINA:  Entre Ríos, Paraná",-60.52,-31.73,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"ARGENTINA:  Formosa, Arreta",-58.17,-26.18,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"ARGENTINA:  La Rioja, San Francisco",-65.93,-29.08,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"ARGENTINA:  Misiones, Posadas",-55.89,-27.36,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"ARGENTINA:  Misiones, San Ignacio",-55.33,-27.25,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"ARGENTINA:  Salta, 1800m",-65.43,-24.77,EMG,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"ARGENTINA:  Salta, Oran",-64.32,-23.13,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"ARGENTINA:  Santa Fe, Rosario",-60.63,-32.94,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"ARGENTINA:  Santiago del Estero, Río Salado",-60.74,-31.68,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,ARGENTINA:  Tucuman,-65.22,-26.82,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"BRAZIL: Espírito Santo, Linhares.",-40.06,-19.39,DZUP,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"BRAZIL: Espírito Santo, Santa Teresa",-40.59,-19.93,DZUP,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"BRAZIL: Goiás, Goiânia",-49.26,-16.68,UFRG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"BRAZIL: Minas Gerais, Belo Horizonte. Oscar Monte,",-43.93,-19.91,MNRJ,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"BRAZIL: Minas Gerais, Itajubá.",-45.46,-22.42,MNRJ,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"BRAZIL: Minas Gerais, Viçosa.",-42.87,-20.75,UFRG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"BRAZIL: Paraná, Castro",-50.01,-24.79,DZUP,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"BRAZIL: Paraná, Jaguariaíva",-49.72,-24.26,DZUP,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"BRAZIL: Paraná, Londrina. ",-51.16,-23.31,UFRG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"BRAZIL: Paraná, Ponta Grossa.",-50.16,-25.09,DZUP,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"BRAZIL: Rio Grande do Sul, Eldorado do Sul, Fazenda Minuano",-51.63,-30.11,UFRG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"BRAZIL: Rio Grande do Sul, Santa Maria.",-53.81,-29.68,UFRG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"BRAZIL: Santa Catarina, Içara. ",-49.3,-28.71,UFRG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"BRAZIL: Santa Catarina, Nova teutônia",-52.41,-27.16,EMG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"BRAZIL: Santa Catarina, Nova Teutônia. 300-500m",-52.4,-27.18,NMPC,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"BRAZIL: São Paulo, Barueri. ",-46.87,-23.51,MNRJ,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"BRAZIL: São Paulo, Campinas, UNICAMP",-47.06,-22.81,UFRG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"BRAZIL: São Paulo, Campinas. ",-47.06,-22.9,UFRG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus erythrocephalus,"BRAZIL: São Paulo, São José do Rio Preto. Márcio",-49.37,-20.81,UFRG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus loratus,"ARGENTINA: Buenos Aires, Capital",-58.37,-34.61,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus loratus,"ARGENTINA: Misiones, San Ignacio",-55.33,-27.25,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus loratus,"ARGENTINA: Misiones, Santa Maria",-55.4,-27.93,Dellape et al 2003,Argentina,South America,Neotropic,No
Stiretrus,Stiretrus loratus,BRAZIL: Espirito Santo,-40.57511,-19.58152,SDEI,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus loratus,"BRAZIL: Santa Catarina, Lages",-50.32,-27.81,UFRG,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus loratus,"BRAZIL: Santa Catarina, Nova Teutônia. 300m-500m",-52.39,-27.18,DZUP,Brazil,South America,Neotropic,No
Stiretrus,Stiretrus loratus,FRENCH GUIANA: Cayenne,-52.33,4.93,Lupoli 2019,French Guiana,South America,Neotropic,No
Stiretrus,Stiretrus loratus,PARAGUAY,-58,-23.33,NMPC,Paraguay,South America,Neotropic,Yes
Stiretrus,Stiretrus loratus,"PERU: Cusco, Pillcopata",-71.4,-12.9,UFRG,Peru,South America,Neotropic,No
Stiretrus,Stiretrus quinquepunctatus,"DOMINICAN REPUBLIC: La Altagracia, Veron",-68.41,18.6,Perez-Gelabert & Thomas 2005,Dominican Republic,North America,Neotropic,No
Supputius,Supputius cincticeps,"ARGENTINA:  Misiones Prov., Eldorado Dept., Colonia Victoria. ",-54.62,-26.33,UFRG,Argentina,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Amazonas, Rio Negro, São Gabriel da Cachoeira, Maturacá. ",-67.08,-0.12,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Distrito Federal, Brasília.",-47.86,-15.8,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Distrito Federal, Planaltina. 1000m.",-47.7,-15.58,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Espírito Santo, Barra de São Francisco, Córrego do Itá.",-40.86,-18.69,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Espírito Santo, Santa Teresa",-40.59,-19.93,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Estação Ecológica do Taim, Rio Grande, RS. BR 47 km 96.",-52.58,-32.5,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Estação Experimental, Instituto Florestal, Itararé, SP. ",-49.2041,-24.2914,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Fazenda Monjolinho, Corumbá, GO.",-48.8134,-15.9182,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Goiás, Corumbá de Goiás.",-48.81,-15.92,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Goiás, Goiânia.",-49.27,-16.68,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Goiás, Parque Estadual dos Pirineus. ",-48.84,-15.79,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Horizontina, RS. Em vegetação adjacente à soja (ninfa). ",-54.31,-27.63,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Mato Grosso, Campo Grande. ",-56.26,-16.16,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Minas Gerais, Belo Horizonte, Campus BHMH.",-43.96,-19.87,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Minas Gerais, Cambuquira.",-45.29,-21.85,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Minas Gerais, Carmo do Rio Claro. ",-46.11,-20.97,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Minas Gerais, Viçosa",-42.87,-20.75,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Paraná, Colombo",-49.22,-25.29,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Paraná, Curitbia.",-49.23,-25.44,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Paraná, Lapa.",-49.71,-25.76,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Paraná, Londrina.",-51.16,-23.31,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Paraná, Palotina. ",-53.83,-24.28,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Paraná, Ponta Grossa. ",-50.16,-25.09,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Rio de Janeiro, Parque Nacional da Tijuca, Floresta da Tijuca. ",-43.27,-22.95,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Rio de Janeiro, Rio de Janeiro, Corcovado.",-43.21,-22.95,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Rio de Janeiro, Rio de Janeiro, Corcovado.",-43.2,-22.95,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Rio Grande do Sul, Barra do Quaraí. ",-57.55,-30.2,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Rio Grande do Sul, Canguçu.",-52.67,-31.39,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Rio Grande do Sul, Catuípe.",-54.01,-28.25,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Rio Grande do Sul, Catuípe.",-54,-28.25,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Rio Grande do Sul, Erechim. ",-52.27,-27.63,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Rio Grande do Sul, Gravataí.",-50.98,-29.94,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Rio Grande do Sul, Ijuí",-53.92,-28.38,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Rio Grande do Sul, Parque Estadual do Turvo.",-53.85,-27.23,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Rio Grande do Sul, Pelotas.",-52.33,-31.76,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Rio Grande do Sul, Porto Alegre",-51.21,-30.03,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Rio Grande do Sul, Porto Alegre, UFRG campus do Vale, Agronomia",-51.1263,-30.0749,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Rio Grande do Sul, Santa Maria. ",-53.81,-29.68,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Rio Grande do Sul, São Jerônimo. ",-51.72,-29.96,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Rio Grande do Sul, Três Passos. ",-53.93,-27.45,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Rondônia, Porto Velho, Av. Guaporé. ",-63.86,-8.76,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Santa Catarina, Araranguá, Morro dos Conventos.",-49.37,-28.94,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Santa Catarina, Corupá. ",-49.24,-26.43,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Santa Catarina, Criciúma, Parque Ecológico Municipal José Milanese.",-49.43,-28.69,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Santa Catarina, Florianópolis, Morro das Pedras.",-48.5,-27.7,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Santa Catarina, Içara",-49.31,-28.71,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Santa Catarina, Nova Teutônia. 300m-500m. ",-52.39,-27.18,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: Santa Catarina, Nova Veneza, São Bento Baixo. ",-49.5,-28.7,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: São Paulo, Barueri.",-46.87,-23.51,UFRG,Brazil,South America,Neotropic,No
Supputius,Supputius cincticeps,"BRAZIL: São Paulo, Baruerí. ",-46.87,-23.52,UFRG,Brazil,South America,Neotropic,No
